Phenotype	N_Total	N_Cases	N_Controls	Beta	OR	P_Value_x	P_Valid	P_Source_x	OR_CI95	CI_Method	CI_Sided	CI_Label	CI_Valid	CI_LO_OR	CI_HI_OR	Used_Ridge	Final_Is_MLE	Used_Firth	Inference_Type	Coef_Source	P_Value_Method	N_Total_Used	N_Cases_Used	N_Controls_Used	Model_Notes	Inversion	P_LRT_Overall	P_Value_y	P_Overall_Valid	P_Source_y	P_Method	P_Value	P_Source	Q_GLOBAL	Sig_Global	CI_Valid_DISPLAY	CI_Method_DISPLAY	CI_Label_DISPLAY	OR_CI95_DISPLAY	CI_LO_OR_DISPLAY	CI_HI_OR_DISPLAY	P_LRT_AncestryxDosage	P_Stage2_Valid	Stage2_P_Method	Stage2_P_Source	Stage2_Inference_Type	LRT_df	LRT_Reason	Stage2_Model_Notes_2	Boot_Engine	Boot_Draws	Boot_Exceed	Boot_Fit_Kind	LRT_Ancestry_Levels	Stage2_Model_Notes	EUR_N	EUR_N_Cases	EUR_N_Controls	EUR_OR	EUR_P	EUR_P_Valid	EUR_P_Source	EUR_Inference_Type	EUR_CI_Method	EUR_CI_Sided	EUR_CI_Label	EUR_CI_Valid	EUR_CI_LO_OR	EUR_CI_HI_OR	EUR_CI95	AFR_N	AFR_N_Cases	AFR_N_Controls	AFR_OR	AFR_P	AFR_P_Valid	AFR_P_Source	AFR_Inference_Type	AFR_CI_Method	AFR_CI_Sided	AFR_CI_Label	AFR_CI_Valid	AFR_CI_LO_OR	AFR_CI_HI_OR	AFR_CI95	AMR_N	AMR_N_Cases	AMR_N_Controls	AMR_OR	AMR_P	AMR_P_Valid	AMR_P_Source	AMR_Inference_Type	AMR_CI_Method	AMR_CI_Sided	AMR_CI_Label	AMR_CI_Valid	AMR_CI_LO_OR	AMR_CI_HI_OR	AMR_CI95	EAS_N	EAS_N_Cases	EAS_N_Controls	EAS_OR	EAS_P	EAS_P_Valid	EAS_P_Source	EAS_Inference_Type	EAS_CI_Method	EAS_CI_Sided	EAS_CI_Label	EAS_CI_Valid	EAS_CI_LO_OR	EAS_CI_HI_OR	EAS_CI95	EAS_REASON	MID_N	MID_N_Cases	MID_N_Controls	MID_OR	MID_P	MID_P_Valid	MID_P_Source	MID_Inference_Type	MID_CI_Method	MID_CI_Sided	MID_CI_Label	MID_CI_Valid	MID_CI_LO_OR	MID_CI_HI_OR	MID_CI95	MID_REASON	SAS_N	SAS_N_Cases	SAS_N_Controls	SAS_OR	SAS_P	SAS_P_Valid	SAS_P_Source	SAS_Inference_Type	SAS_CI_Method	SAS_CI_Sided	SAS_CI_Label	SAS_CI_Valid	SAS_CI_LO_OR	SAS_CI_HI_OR	SAS_CI95	SAS_REASON	EUR_P_FDR	AFR_P_FDR	AMR_P_FDR	EAS_P_FDR	SAS_P_FDR	MID_P_FDR	FINAL_INTERPRETATION
Pain_in_knee	258508	71107	187401	-0.036800955516075005	0.963867968859151	0.004488862662934	True	lrt_mle	0.940,0.989	lrt_quadratic	two		True	0.9397098841170146	0.9886471102361865	False	True	False	mle	mle	lrt_mle	258508	71107	187401	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45585160-INV-706887	0.004488862662934	0.004488862662934	True	lrt_mle	lrt_mle			0.1759968440876942	False	True	lrt_quadratic		0.940,0.989	0.9397098841170146	0.9886471102361865																																																																																																																		
Mononeuropathies	251169	37334	213835	-0.007368092480031001	0.992658985368521	0.6432030187751471	True	lrt_mle	0.962,1.024	lrt_quadratic	two		True	0.9621899227518611	1.024092892611784	False	True	False	mle	mle	lrt_mle	251169	37334	213835	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45585160-INV-706887	0.6432030187751471	0.6432030187751471	True	lrt_mle	lrt_mle			0.9372913505505179	False	True	lrt_quadratic		0.962,1.024	0.9621899227518611	1.024092892611784																																																																																																																		
Abnormal_level_of_blood_mineral	184435	2302	182133	-0.08067632570112401	0.9224922301531601	0.147315223867097	True	lrt_mle	0.827,1.029	lrt_quadratic	two		True	0.82712810891901	1.0288514022394082	False	True	False	mle	mle	lrt_mle	184435	2302	182133	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45585160-INV-706887	0.147315223867097	0.147315223867097	True	lrt_mle	lrt_mle			0.6871053125885193	False	True	lrt_quadratic		0.827,1.029	0.82712810891901	1.0288514022394082																																																																																																																		
Nonspecific_abnormal_findings_in_stool_contents	208029	11859	196170	-0.047909373410919005	0.9532201702558121	0.06637596643530301	True	lrt_mle	0.906,1.003	lrt_quadratic	two		True	0.9056911140326603	1.003243466679032	False	True	False	mle	mle	lrt_mle	208029	11859	196170	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45585160-INV-706887	0.06637596643530301	0.06637596643530301	True	lrt_mle	lrt_mle			0.5477583559224575	False	True	lrt_quadratic		0.906,1.003	0.9056911140326603	1.003243466679032																																																																																																																		
Post_traumatic_headache	216256	2421	213835	0.024504308349064002	1.024807006323994	0.66760198919166	True	lrt_mle	0.916,1.146	lrt_quadratic	two		True	0.9163719246381212	1.146073304925275	False	True	False	mle	mle	lrt_mle	216256	2421	213835	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45585160-INV-706887	0.66760198919166	0.66760198919166	True	lrt_mle	lrt_mle			0.9472366241254525	False	True	lrt_quadratic		0.916,1.146	0.9163719246381212	1.146073304925275																																																																																																																		
Mild_cognitive_impairment	218442	4607	213835	-0.154715863563716	0.856658550814101	0.00017058120515000001	True	lrt_mle	0.790,0.929	lrt_quadratic	two		True	0.7902663824956069	0.9286284839365488	False	True	False	mle	mle	lrt_mle	218442	4607	213835	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45585160-INV-706887	0.00017058120515000001	0.00017058120515000001	True	lrt_mle	lrt_mle			0.04237265921513625	True	True	lrt_quadratic		0.790,0.929	0.7902663824956069	0.9286284839365488	0.013210337267627001	True	rao_score	rao_score	rao_score	5.0				0.0	0.0		eur,afr,amr,eas,mid,sas	rao_score_multi;rank=5;cond=2.02e+02	118411.0	3357.0	115054.0	0.8538696614260751	0.00038481363323900004	True	lrt_mle	mle	lrt_quadratic	two		True	0.7825565811292056	0.9316813841777681	0.783,0.932	44125.0	685.0	43440.0	1.215584795218858	0.287902165557734	True	lrt_mle	mle	lrt_quadratic	two		True	0.848044895288129	1.7424152926069236	0.848,1.742	43936.0	473.0	43463.0	0.734850229922931	0.025661879322725	True	lrt_mle	mle	lrt_quadratic	two		True	0.5606192375772622	0.9632292726011982	0.561,0.963	7216.0	54.0	7162.0			False		none		two		False				insufficient_counts:cases<100(54)	882.0	8.0	874.0			False		none		two		False				insufficient_counts:cases<100(8)	3872.0	30.0	3842.0			False		none		two		False				insufficient_counts:cases<100(30)	0.0011544408997170002	0.287902165557734	0.038492818984087504				unable to determine
Cerebral_aneurysm	211991	2292	209699	0.12476078243548701	1.132877416473302	0.033533219902698	True	lrt_mle	1.010,1.271	lrt_quadratic	two		True	1.0097715183781908	1.2709917217872495	False	True	False	mle	mle	lrt_mle	211991	2292	209699	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45585160-INV-706887	0.033533219902698	0.033533219902698	True	lrt_mle	lrt_mle			0.4154174183240117	False	True	lrt_quadratic		1.010,1.271	1.0097715183781908	1.2709917217872495																																																																																																																		
Paroxysmal_atrial_fibrillation	221930	12231	209699	0.040593590687227	1.04142877317619	0.12168565925874901	True	lrt_mle	0.989,1.096	lrt_quadratic	two		True	0.9892464650301479	1.0963636747149854	False	True	False	mle	mle	lrt_mle	221930	12231	209699	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45585160-INV-706887	0.12168565925874901	0.12168565925874901	True	lrt_mle	lrt_mle			0.6572432162004522	False	True	lrt_quadratic		0.989,1.096	0.9892464650301479	1.0963636747149854																																																																																																																		
Cellulitis_and_abscess	276664	46463	230201	0.005811494793205	1.005828414289046	0.682353082911023	True	lrt_mle	0.978,1.034	lrt_quadratic	two		True	0.9782202811982106	1.0342157266991108	False	True	False	mle	mle	lrt_mle	276664	46463	230201	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45585160-INV-706887	0.682353082911023	0.682353082911023	True	lrt_mle	lrt_mle			0.9513598653226043	False	True	lrt_quadratic		0.978,1.034	0.9782202811982106	1.0342157266991108																																																																																																																		
Abnormal_findings_on_antenatal_screening_of_mother	362229	2006	360223				False						False			True	False	True	firth	firth		210416	2005	208411	sex_restricted_to_0;sex_majority_restricted_to_0;firth_refit;firth_refit;inference=firth;ci=profile_penalized;penalized_fit_in_path	chr17-45585160-INV-706887			False						False	False																																																																																																																							
Impetigo	232836	2635	230201	0.006838737262826001	1.006862174823813	0.893869933052822	True	lrt_mle	0.911,1.113	lrt_quadratic	two		True	0.9106179527753517	1.1132785555140865	False	True	False	mle	mle	lrt_mle	232836	2635	230201	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45585160-INV-706887	0.893869933052822	0.893869933052822	True	lrt_mle	lrt_mle			0.9811471726166311	False	True	lrt_quadratic		0.911,1.113	0.9106179527753517	1.1132785555140865																																																																																																																		
Nerve_plexus_lesions	215366	1531	213835	-0.08873454411132001	0.915088456955175	0.19355288976685603	True	lrt_mle	0.801,1.046	lrt_quadratic	two		True	0.8005133741438335	1.0460623283754729	False	True	False	mle	mle	lrt_mle	215366	1531	213835	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45585160-INV-706887	0.19355288976685603	0.19355288976685603	True	lrt_mle	lrt_mle			0.7368895249075538	False	True	lrt_quadratic		0.801,1.046	0.8005133741438335	1.0460623283754729																																																																																																																		
Rheumatic_heart_disease	219115	9416	209699	-0.024210919546918	0.9760798137328551	0.416172032733973	True	lrt_mle	0.921,1.035	lrt_quadratic	two		True	0.920744817051473	1.0347403375320938	False	True	False	mle	mle	lrt_mle	219115	9416	209699	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45585160-INV-706887	0.416172032733973	0.416172032733973	True	lrt_mle	lrt_mle			0.8672239997107838	False	True	lrt_quadratic		0.921,1.035	0.920744817051473	1.0347403375320938																																																																																																																		
Ulcerative_colitis	199521	3351	196170	-0.014402832791222002	0.9857003918350701	0.752429059851711	True	lrt_mle	0.901,1.078	lrt_quadratic	two		True	0.9013205128450705	1.0779797515058023	False	True	False	mle	mle	lrt_mle	199521	3351	196170	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45585160-INV-706887	0.752429059851711	0.752429059851711	True	lrt_mle	lrt_mle			0.9609294475698735	False	True	lrt_quadratic		0.901,1.078	0.9013205128450705	1.0779797515058023																																																																																																																		
Abnormal_findings_on_radiological_and_other_examination_of_genitourinary_organs	224991	4319	220672	-0.052230274436611004	0.9491102858406921	0.23106413728721803	True	lrt_mle	0.871,1.034	lrt_quadratic	two		True	0.8713534994992499	1.0338058379363608	False	True	False	mle	mle	lrt_mle	224991	4319	220672	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45585160-INV-706887	0.23106413728721803	0.23106413728721803	True	lrt_mle	lrt_mle			0.769308679441408	False	True	lrt_quadratic		0.871,1.034	0.8713534994992499	1.0338058379363608																																																																																																																		
Dysmenorrhea	228029	7357	220672	-0.00487611043192	0.9951357584953151	0.886579132745903	True	lrt_mle	0.931,1.064	lrt_quadratic	two		True	0.93064283622894	1.0640979968736717	True	True	False	mle	mle	lrt_mle	132247	7351	124896	sex_restricted_to_0;sex_forced_restriction_to_0;firth_seeded_refit;firth_seeded_refit;inference=mle;ci=profile	chr17-45585160-INV-706887	0.886579132745903	0.886579132745903	True	lrt_mle	lrt_mle			0.9808768123202204	False	True	lrt_quadratic		0.931,1.064	0.93064283622894	1.0640979968736717																																																																																																																		
Otitis_media	279396	21844	257552	0.006903417266269	1.006927300778898	0.7172548546046551	True	lrt_mle	0.970,1.045	lrt_quadratic	two		True	0.9699991419536446	1.0452613257077814	False	True	False	mle	mle	lrt_mle	279396	21844	257552	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45585160-INV-706887	0.7172548546046551	0.7172548546046551	True	lrt_mle	lrt_mle			0.9551852536569202	False	True	lrt_quadratic		0.970,1.045	0.9699991419536446	1.0452613257077814																																																																																																																		
Benign_mammary_dysplasias	236082	15410	220672	-0.08646079055948401	0.917171509861452	0.00030633230497900004	True	lrt_mle	0.875,0.961	lrt_quadratic	two		True	0.8751113717021739	0.9612531681142681	False	True	False	mle	mle	lrt_mle	140215	15319	124896	sex_restricted_to_0;sex_majority_restricted_to_0;ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45585160-INV-706887	0.00030633230497900004	0.00030633230497900004	True	lrt_mle	lrt_mle			0.05131762318182294	False	True	lrt_quadratic		0.875,0.961	0.8751113717021739	0.9612531681142681																																																																																																																		
Cytology_and_pathology_findings	205997	23864	182133	-0.050198007002869006	0.9510410930594151	0.009478094829264	True	lrt_mle	0.916,0.988	lrt_quadratic	two		True	0.9156492713297562	0.9878008851294262	False	True	False	mle	mle	lrt_mle	205997	23864	182133	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45585160-INV-706887	0.009478094829264	0.009478094829264	True	lrt_mle	lrt_mle			0.2441793050416066	False	True	lrt_quadratic		0.916,0.988	0.9156492713297562	0.9878008851294262																																																																																																																		
Metabolic_encephalopathy	217255	3420	213835	0.09399405679595	1.098553216971844	0.05038491769741701	True	lrt_mle	1.000,1.207	lrt_quadratic	two		True	0.9998423336414952	1.2070094753078402	False	True	False	mle	mle	lrt_mle	217255	3420	213835	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45585160-INV-706887	0.05038491769741701	0.05038491769741701	True	lrt_mle	lrt_mle			0.489728707176451	False	True	lrt_quadratic		1.000,1.207	0.9998423336414952	1.2070094753078402																																																																																																																		
Other_diseases_of_stomach_and_duodenum	213562	17392	196170	-0.07351707044995501	0.929120285154815	0.000968090216357	True	lrt_mle	0.889,0.971	lrt_quadratic	two		True	0.8894199948787163	0.9705926438092761	False	True	False	mle	mle	lrt_mle	213562	17392	196170	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45585160-INV-706887	0.000968090216357	0.000968090216357	True	lrt_mle	lrt_mle			0.08934216901858316	False	True	lrt_quadratic		0.889,0.971	0.8894199948787163	0.9705926438092761																																																																																																																		
Abnormality_of_gait_and_mobility	232117	18282	213835	0.009698923761339	1.009746110753368	0.6572716385270131	True	lrt_mle	0.967,1.054	lrt_quadratic	two		True	0.9673973788341622	1.0539486983211461	False	True	False	mle	mle	lrt_mle	232117	18282	213835	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45585160-INV-706887	0.6572716385270131	0.6572716385270131	True	lrt_mle	lrt_mle			0.9433540372472424	False	True	lrt_quadratic		0.967,1.054	0.9673973788341622	1.0539486983211461																																																																																																																		
Narcolepsy	214856	1021	213835	-0.11262522631468401	0.893485452212164	0.178520231596344	True	lrt_mle	0.758,1.053	lrt_quadratic	two		True	0.7582777451710259	1.0528019032587068	False	True	False	mle	mle	lrt_mle	214856	1021	213835	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45585160-INV-706887	0.178520231596344	0.178520231596344	True	lrt_mle	lrt_mle			0.7169880579214031	False	True	lrt_quadratic		0.758,1.053	0.7582777451710259	1.0528019032587068																																																																																																																		
Pain_in_leg	211125	28992	182133	-0.007779534176525001	0.9922506480807941	0.6701642532695611	True	lrt_mle	0.957,1.028	lrt_quadratic	two		True	0.9573573569009824	1.028415712815783	False	True	False	mle	mle	lrt_mle	211125	28992	182133	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45585160-INV-706887	0.6701642532695611	0.6701642532695611	True	lrt_mle	lrt_mle			0.9483496246327399	False	True	lrt_quadratic		0.957,1.028	0.9573573569009824	1.028415712815783																																																																																																																		
Diseases_of_lips	199544	3374	196170	-0.016197904246124002	0.9839325763508581	0.7280562734528311	True	lrt_mle	0.898,1.078	lrt_quadratic	two		True	0.8980753625808411	1.0779978553495735	False	True	False	mle	mle	lrt_mle	199544	3374	196170	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45585160-INV-706887	0.7280562734528311	0.7280562734528311	True	lrt_mle	lrt_mle			0.9577586183285888	False	True	lrt_quadratic		0.898,1.078	0.8980753625808411	1.0779978553495735																																																																																																																		
Genetic_disease_in_fetus_affecting_management_of_mother	361449	1226	360223				False						False			True	False	True	firth	firth		209633	1222	208411	sex_restricted_to_0;sex_majority_restricted_to_0;firth_refit;firth_refit;inference=firth;ci=profile_penalized;penalized_fit_in_path	chr17-45585160-INV-706887			False						False	False																																																																																																																							
Dyspnea_Shortness_of_breath	279611	70300	209311	-0.018864179956841	0.98131263511649	0.133208819894821	True	lrt_mle	0.957,1.006	lrt_quadratic	two		True	0.9574448191530329	1.005775443739025	False	True	False	mle	mle	lrt_mle	279611	70300	209311	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45585160-INV-706887	0.133208819894821	0.133208819894821	True	lrt_mle	lrt_mle			0.6713708006564633	False	True	lrt_quadratic		0.957,1.006	0.9574448191530329	1.005775443739025																																																																																																																		
Horseshoe_tear_of_retina_without_detachment	258874	1322	257552	0.066603206935538	1.068871273311339	0.366286456058517	True	lrt_mle	0.925,1.235	lrt_quadratic	two		True	0.9250689223773749	1.2350277598495907	False	True	False	mle	mle	lrt_mle	258874	1322	257552	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45585160-INV-706887	0.366286456058517	0.366286456058517	True	lrt_mle	lrt_mle			0.8507184125806362	False	True	lrt_quadratic		0.925,1.235	0.9250689223773749	1.2350277598495907																																																																																																																		
