Chromosome	Start	End	OrigID	recomb_cM_per_Mb	recomb_cM_per_Mb_flank	dist_to_centromere	rel_arm_position	arm
chrX	52077120	52176974	chrX-52040360-INV-173922	0.3154691003715471	0.22159868563589669	5923026	0.10280469879518073	p
chrX	71702806	71778386	chrX-71702807-INV-75580	0.018282319940675477	0.8772191984041484	7902806	0.08608541796997958	q
chrX	72997772	73077479	chrX-72996081-INV-91407	0.3154770010160636	0.41227473876763554	9197772	0.10014674077045761	q
chrX	76146153	76148949	chrX-76141867-INV-11379	0.00874923360847027	0.08660088573351743	12346153	0.13386200339881785	q
chr1	21203917	21204602	chr1-21203898-INV-862	0.395594224361599	1.1980465619611707	100495398	0.8257661544782251	p
chr1	26641622	26646431	chr1-26639853-INV-8324	0.5348442546677377	0.7203572135982093	95053569	0.781067986852917	p
chr1	60776841	60778677	chr1-60775308-INV-5023	0.03487466915591554	1.3610969367546133	60921323	0.5005935990139688	p
chr1	91666232	91667085	chr1-91666258-INV-840	2.3928898662253326	0.7751437480821366	30032915	0.24678177485620378	p
chr1	120299058	120600965	chr1-120299059-INV-301908	0.2022515085961262	0.6065337977367591	1099035	0.010271068200493016	p
chr1	149843518	149850293	chr1-149842162-INV-9508	6.679256847569696	1.02364985727759	24743518	0.19980316402164436	q
chr1	197787659	197788856	chr1-197787661-INV-1197	0.013035967730879934	0.5467199837970611	72687659	0.586875156138452	q
chr10	4983056	4984361	chr10-4961364-INV-47135	4.972792655083781	2.0817362219417035	33015639	0.8688497894736842	p
chr10	37105149	37111121	chr10-37102555-INV-11157	0.12037438252963668	0.4648714454415632	888879	0.023470131578947367	p
chr10	71066858	71067726	chr10-71065991-INV-2615	1.87280113557063	2.0953447893792756	29466858	0.31961080213284054	q
chr10	73657969	73660146	chr10-73657970-INV-2177	0.1403672163552179	0.25267999515445183	32057969	0.3477218376019234	q
chr10	87308005	87425030	chr10-87308006-INV-117026	2.7410035210378827	0.8993739027086036	45708005	0.4963969274542188	q
chr10	91443587	91446029	chr10-91440445-INV-8733	0.0489567523781273	0.8785128299076206	49843587	0.540631255394538	q
chr10	103205557	103205994	chr10-103197205-INV-9055	0.06564855217892847	0.4192018939872355	61605557	0.6681941171847516	q
chr11	311836	317944	chr11-310146-INV-10302	5.697813763038334	1.5497199705839828	50682056	0.9938256862745098	p
chr11	738649	740185	chr11-738460-INV-2650	0.29979395604389525	1.3801545297732316	50259815	0.9855016274509804	p
chr11	48888300	48892127	chr11-48880392-INV-19590	0.006067287339496575	0.06306980973071319	2107873	0.04136837254901961	p
chr11	71571819	71576724	chr11-71571191-INV-6980	6.143114050800664	0.9592433153858337	15771819	0.1989524916321949	q
chr12	37705668	37737662	chr12-37705669-INV-31994	0.04308411985396387	0.06464979699175188	0	0.0	acen
chr12	71546200	71547738	chr12-71546144-INV-1652	30.59547885956929	1.1925244825082402	33746200	0.35346278900233774	q
chr13	37315207	37317760	chr13-37314466-INV-4035	0.3909860595786833	1.3951074309826552	18415207	0.19291481316455714	q
chr13	48199250	48206639	chr13-48199211-INV-7451	0.15344205346115797	0.7610190381719697	29299250	0.30695176527089785	q
chr14	34547864	34555230	chr14-34540582-INV-21874	0.09719100483117876	2.183608389472189	16347864	0.18404843210186228	q
chr14	60606118	60611659	chr14-60604531-INV-8718	0.023767275512732503	0.726013639772642	42406118	0.47734256236327255	q
chr14	65375818	65376683	chr14-65375818-INV-880	0.2643171806190009	0.7609894396805927	47175818	0.5310026534459082	q
chr14	105693931	105698385	chr14-105692001-INV-7875	0.4648082163068822	2.282614290465226	87493931	0.9848322421625804	q
chr15	23345459	28389868	chr15-23345460-INV-5044410	2.561074298520764	4.220076567051875	2845459	0.0658680167250965	q
chr16	1245200	1247503	chr16-1226779-INV-28828	2.2171963225496163	2.2296988543516663	34052497	0.9646926062322946	p
chr16	35946683	35952382	chr16-35945424-INV-12423	0.00949771003721032	0.014603870137680275	0	0.0	acen
chr16	48616945	48617439	chr16-48616946-INV-494	0.0012676949009195603	0.7687425891203326	10216945	0.1967177044243516	q
chr16	85155339	85156001	chr16-85155144-INV-1053	1.438060110232633	4.830849067439438	46755339	0.9002148605235688	q
chr17	30621881	30625589	chr17-30616357-INV-14733	0.046001324877081425	0.5092405806849563	3221881	0.05771361777923196	q
chr17	76181937	76182932	chr17-76181651-INV-1551	0.22058206933245367	1.694294897613851	48781937	0.8733381466580253	q
chr18	12145103	12146503	chr18-12141485-INV-8631	0.0007291337616217268	1.6626609342309635	3253497	0.2113114935064935	p
chr19	43365871	43369065	chr19-43355096-INV-25294	2.4975905670567515	1.0087868732044498	15265871	0.5002837705278158	q
chr2	87987171	111255403	chr2-87987172-INV-23268233	0.6371838255880539	1.7464650281852059	0	0.0	acen
chr2	97168744	97170236	chr2-97168745-INV-1492	0.005350161188667898	0.19463645021119902	1168744	0.007999601678676216	q
chr2	138247429	138251774	chr2-138246733-INV-5010	0.06342567901494908	0.9215080062124628	42247429	0.2889977503723848	q
chr2	215962718	215963440	chr2-215962719-INV-722	0.7170731707180552	1.7511364544806298	119962718	0.8205772158355928	q
chr2	222149224	222149582	chr2-222147677-INV-3251	0.02105300979359293	1.5736052145698523	126149224	0.8628932064428104	q
chr20	10807797	10808434	chr20-10807400-INV-1454	0.227898822944506	2.00420865132711	14891566	0.5794507782101167	p
chr20	24397726	24406144	chr20-24397727-INV-8419	0.17584314811849833	0.9492172471258478	1293856	0.050508365758754864	p
chr20	28495291	28508286	chr20-28495292-INV-12996	0.0	0.0	0	0.0	acen
chr21	26001836	26002391	chr21-26001839-INV-547	2.058254307353831	1.4277965469732088	13001836	0.38570511886642006	q
chr21	26648368	26649407	chr21-26648370-INV-1039	0.6833169811635252	1.9518263519746686	13648368	0.40489154206930333	q
chr22	23969582	23971740	chr22-23968095-INV-5062	0.3643837610267611	1.656565772614508	6569582	0.19661766063004443	q
chr3	26316193	26317447	chr3-26315757-INV-2108	0.2494068647938624	1.2292993004214274	61482553	0.7002640091116173	p
chr3	75454477	75455715	chr3-75454478-INV-1238	0.5037565740031612	0.8357861637440038	12344285	0.14060255125284737	p
chr3	131969227	131977820	chr3-131969892-INV-7927	1.2466061058274525	0.7924232029525484	37969227	0.36409530150751673	q
chr4	33098066	33104924	chr4-33098029-INV-7075	0.11265919723738864	1.0503119828174015	15095076	0.3132469917012448	p
chr4	145693552	145694748	chr4-145693640-INV-908	0.18268847227269044	0.8309733942769952	93893552	0.6783545993410881	q
chr5	16978658	16979397	chr5-16979045-INV-519	3.0596540769569716	1.8420880812121059	29120603	0.6316913882863341	p
chr5	46896906	46915828	chr5-46896907-INV-18922	0.0	0.005345432892671198	0	0.0	acen
chr5	64470920	64477089	chr5-64466170-INV-15635	0.010257274197605713	0.4317540253872423	13070920	0.10046241666718471	q
chr5	64470928	64475118	chr5-64470929-INV-4190	0.010043882077985984	0.43117043570072155	13070928	0.10045487853037899	q
chr5	179643529	179651253	chr5-179633880-INV-24659	1.5332786360490893	2.086101352374527	128243529	0.9854703143062641	q
chr6	26736772	26739621	chr6-26736773-INV-2849	0.18483880778633163	0.26846481148160706	31760379	0.5429368205128206	p
chr6	89213914	89214230	chr6-89213913-INV-300	1.3026475589008069	1.0607191662915696	26613914	0.2459574992616628	q
chr6	123106049	123109821	chr6-123106042-INV-3793	0.26067018340383596	1.318425554117475	60506049	0.5591921588732172	q
chr6	130527041	130531150	chr6-130527042-INV-4267	0.315795568353923	1.2041776971036313	67927041	0.6277757997088128	q
chr7	40839776	40840871	chr7-40839738-INV-1134	0.2738616590148648	1.1837924000201987	17259129	0.2970684509466437	p
chr7	47614508	47615262	chr7-47614229-INV-1139	0.36336069987828884	1.3512517260898704	10484738	0.18046669535283993	p
chr7	60898864	60908951	chr7-60898865-INV-10087	0.0	0.0025976117065411586	0	0.0	acen
chr7	63356275	63388165	chr7-63356276-INV-31891	0.09226749880358406	0.20599658974330026	1256275	0.013082495457164072	q
chr7	67019303	67020338	chr7-67019304-INV-851	0.267280071811647	0.3781466485968963	4919303	0.05059150367079982	q
chr7	143808752	143818413	chr7-143808753-INV-9661	0.17317467233082517	1.0654214568967433	81708752	0.8402772832557293	q
chr8	102423403	102423638	chr8-102423262-INV-520	0.2668680765582201	1.5648075207166983	55223403	0.5638583735227842	q
chr8	102880337	102881094	chr8-102880338-INV-757	0.05811328495654276	1.2033872916997623	55680337	0.5685265516664946	q
chr9	30952354	30956484	chr9-30951702-INV-5595	0.12415613382026718	0.6177288178958094	11243516	0.2664829620853081	p
chr9	64028785	64068456	chr9-64028786-INV-39671	0.2363086960356703	0.2860315371680926	18528785	0.19967357239486505	q
chr9	85797070	85801040	chr9-85796067-INV-6026	0.16122831170626614	1.4567511657191758	40297070	0.4338142824634473	q
chr9	91958957	91959591	chr9-91958952-INV-763	0.07486391473375213	0.7428131727386287	46458957	0.5001282688659249	q
chr9	102565838	102570277	chr9-102565835-INV-4446	0.292850563436053	0.9064084056956219	57065838	0.614330489859827	q
chr9	113111686	113112886	chr9-113105213-INV-14149	0.2057072805664954	1.7095026178347723	67611686	0.7278377951245601	q
chrX	6219005	6220343	chrX-6219014-INV-1337	1.9040740740744009	1.5292284452025662	51879657	0.8929488123924268	p
chrX	14711416	14713197	chrX-14711418-INV-1780	0.4964507631754863	0.6638295642117811	43386803	0.7467761445783132	p
chrX	45689038	45691227	chrX-45687777-INV-4877	1.641243653452391	1.4691905888229613	12408773	0.21359497418244405	p
chrX	52502274	52510614	chrX-52492352-INV-19975	0.01498261820327732	0.46224430577471054	5589386	0.09627462994836489	p
chrX	55480141	55493063	chrX-55480174-INV-12894	0.05864100996248882	0.15590775693985393	2606937	0.04498103270223752	p
chrX	102338170	102348934	chrX-102317111-INV-52896	0.032319711216984626	0.21713555270710572	38538170	0.4178575240407197	q
chrX	135765135	135776630	chrX-135718085-INV-149049	0.008578893888777228	1.1366343977941114	71965135	0.7802491725606088	q
chrX	153074418	153075612	chrX-153066070-INV-17879	0.28115497567837544	1.444738056700544	89274418	0.9678463657578344	q
chrY	6452942	9763793	chrY-6452943-INV-3310852			536207	0.21277990291262136	p
chrY	9797298	9817138	chrY-9797299-INV-19841			482862	0.04784291262135922	p
chrY	14019657	14023071	chrY-14014802-INV-12509			3419657	0.07337666049040034	q
chrY	16269646	16315779	chrY-16256794-INV-67832			5669646	0.12208937596047303	q
chrY	17949447	17956300	chrY-17949448-INV-6854			7349447	0.15769420200540818	q
chrY	18640355	18667145	chrY-18632163-INV-54113			8040355	0.17272563791065834	q
chrY	21021692	21063744	chrY-21013458-INV-38445			10421692	0.22396090368724064	q
chrY	22204071	22384088	chrY-22204072-INV-180018			11604071	0.250798355431027	q
chr1	13190914	13324586	chr1-13190915-INV-133672	1.0217254684007089	2.269841704308222	108375414	0.8910620377978636	p
chr1	43593641	43594291	chr1-43593626-INV-710	0.07018840044828231	0.9229764503995241	78105709	0.6417915694330321	p
chr1	108310642	108383736	chr1-108311808-INV-57118	0.07233009364962185	1.4510111117402715	13316264	0.10971907148726376	p
chr1	144376209	144600799	chr1-144376210-INV-224591	0.22343450216292607	0.26430917802449017	19276209	0.1565401590561045	q
chr1	148893781	149265643	chr1-148893782-INV-371863	1.4064085503289863	1.880792188874807	23793781	0.19360895150031057	q
chr1	227499209	227502113	chr1-227492704-INV-15726	0.9966050390916482	0.4683019972543434	102399209	0.8267690875165117	q
chr1	248518572	248529489	chr1-248517894-INV-12881	1.853593518965528	1.168614479443761	123418572	0.9965089254717854	q
chr10	46144703	46204851	chr10-46135869-INV-77646	2.482966338658616	2.0255763212683036	4544703	0.049619359205076256	q
chr10	46769328	46857141	chr10-46769329-INV-87814	2.742742525628039	2.173119683486263	5169328	0.05654424914397281	q
chr10	47480263	47546423	chr10-47480264-INV-66161	0.9831355415797876	1.2580787213157123	5880263	0.06413783456982126	q
chr10	47649265	47756785	chr10-47649266-INV-107520	0.9831355415797149	1.4033264589221517	6049265	0.06619518059843366	q
chr10	47983093	48044442	chr10-47983094-INV-61350	1.5569505268241741	1.1776836455372788	6383093	0.06956557852561214	q
chr10	55007431	55013434	chr10-55007454-INV-5370	0.22146593941105777	1.0528458905214606	13407431	0.14545343794970753	q
chr10	65465445	65470067	chr10-65465442-INV-4580	0.12940160395648817	0.8900088206894026	23865445	0.2588766093698368	q
chr10	113411933	113412252	chr10-113411929-INV-356	7.1088478676538385	1.9938660553848848	71811933	0.7788947938262308	q
chr10	131619777	131620717	chr10-131619519-INV-1521	0.30101643785244847	2.4214622927428024	90019777	0.9763857280087506	q
chr10	133657262	133787421	chr10-133657263-INV-130160		1.3416865082169522	92057262	0.9991856496811808	q
chr11	1667460	1683267	chr11-1661292-INV-24445	2.5047951745294434	2.094390622751047	49316733	0.9671497450980392	p
chr11	4271709	4289557	chr11-4271710-INV-17848	0.4240318975411992	1.850121763871965	46710443	0.9160660196078432	p
chr11	24263179	24266246	chr11-24263185-INV-392	0.07329597137930308	1.4934970675918144	26733754	0.5242213333333333	p
chr11	55662739	55666690	chr11-55662740-INV-3952	0.05459995828738676	0.07072436143385374	0	0.0	acen
chr11	62093043	62102999	chr11-62094124-INV-7773	0.6443976252700426	1.035075435612704	6293043	0.07943358969183982	q
chr11	66251227	66252453	chr11-66251212-INV-1252	0.05041834184081146	0.31975518413778303	10451227	0.13182349980807606	q
chr11	89920623	89923848	chr11-89920625-INV-3224	0.04591481626462613	0.3837935608780967	34120623	0.430365604426936	q
chr12	13392624	13397634	chr12-13392052-INV-6162	0.3631479454782322	1.844694309573109	19802366	0.5965322590361446	p
chr13	52310302	52320954	chr13-52310303-INV-10653	0.027818348468927223	0.628630236036475	33410302	0.35003261113407724	q
chr13	63727377	63820968	chr13-63717417-INV-120779	0.382173178433783	0.623817177303156	44827377	0.47006219956840845	q
chr13	97456283	97456722	chr13-97456279-INV-437	0.046265697277836616	1.5250980030371508	78556283	0.8228885453422979	q
chr14	18862645	19659006	chr14-18862646-INV-796362		3.721949532083662	662645	0.011940349007005763	q
chr14	105573622	105577544	chr14-105571550-INV-8996	0.11714538223681693	2.4167528520704664	87373622	0.9834750837419929	q
chr15	23295576	23318191	chr15-23295577-INV-22616	4.334141668680357	4.731357964380267	2795576	0.03444400596486572	q
chr15	28298424	28623514	chr15-28298425-INV-325091	1.114460760893425	2.3249980404699944	7798424	0.09769116266054235	q
chr15	30436458	30529803	chr15-30434572-INV-97097	0.2996086269469189	1.2448433859714996	9936458	0.12250563677503834	q
chr15	32477828	32571283	chr15-32475961-INV-97199	6.286643039660898	2.652564814659012	11977828	0.14755650454431338	q
chr15	82330918	82357797	chr15-82330919-INV-26880	0.03598267587525762	0.6265820367756092	61830918	0.7589085121828324	q
chr15	82360482	82515134	chr15-82360483-INV-154653	0.03598267587495953	0.6628374646671844	61860482	0.760055274196576	q
chr16	14907775	15028479	chr16-14907776-INV-120705	0.09754360356761368	1.0797326647064729	20271521	0.5759737393767705	p
chr16	14954790	15100859	chr16-15028481-INV-133352	0.13189685334619536	1.141368902313971	20199141	0.5742826062322947	p
chr16	18337348	18356673	chr16-18337349-INV-19325	0.5832682312780627	1.8243329677001938	16943327	0.4802546742209632	p
chr16	20506046	20521893	chr16-20506047-INV-15848	0.10974890225435359	1.131287836239622	14778107	0.4188677337110482	p
chr16	28709344	28776487	chr16-28709345-INV-67143	0.030354114094243833	1.1515323308713512	6523513	0.18575311614730877	p
chr16	32364220	32528442	chr16-32364221-INV-164223	0.08768732910547082	0.21592379211110568	2771558	0.08084048158640227	p
chr16	32755978	32879590	chr16-32755979-INV-123613	0.08538450741226086	0.11007254415250145	2420410	0.07031773371104816	p
chr16	32991171	33102750	chr16-32991172-INV-111580	0.052218004153265045	0.06895310589834835	2197250	0.06382549575070821	p
chr16	34507814	34520859	chr16-34507815-INV-13045	0.007617136800240579	0.018642721541311857	779141	0.022256770538243625	p
chr16	34577841	34580535	chr16-34577842-INV-2694	0.00761713680170015	0.019010030204839268	719465	0.02041960339943343	p
chr16	46383780	46384105	chr16-46383781-INV-325	0.0012500279047764288	0.07001582652281968	7983780	0.1537196073536806	q
chr17	3082008	3221835	chr17-3052058-INV-200164	1.313858422512732	2.0257553513499174	19478165	0.8611488546255507	p
chr17	5982838	5983104	chr17-5982217-INV-1513	1.5941975762013478	2.382141397837641	16716896	0.7364329955947136	p
chr17	16823490	18384190	chr17-16823491-INV-1560701	0.9662960719735288	0.898025507207695	4315810	0.22450044052863435	p
chr17	18622359	18823773	chr17-18677352-INV-146444	1.0177889527001351	0.6705083332901438	3876227	0.17519533039647578	p
chr17	36109569	36223772	chr17-36109570-INV-114204	3.6501194700966373	1.7688585005022084	8709569	0.1569472185451532	q
chr17	37415181	37415638	chr17-37415091-INV-607	0.03487285936607287	1.7693230814240088	10015181	0.17930304039528056	q
chr17	43232908	43321964	chr17-43231917-INV-93156	0.0012845432266082512	0.6405151451928148	15832908	0.2842492551708554	q
chr17	43263148	43322883	chr17-43263149-INV-59735	0.0012845432265914164	0.6288067657303529	15863148	0.2845281616105543	q
chr17	45573556	45585158	chr17-45573557-INV-11603	1.3821817785610224	0.5300761770999003	18173556	0.3254598970976848	q
chr18	29783947	29784342	chr18-29783948-INV-395	0.37388193201454495	0.7563134443584723	8283947	0.1407114279422322	q
chr2	88861564	88886160	chr2-88859192-INV-39467	3.6194061484424442	1.1352765109511722	2913840	0.03187514161220044	p
chr2	90060918	90216479	chr2-90060919-INV-155562	0.11624024356234124	0.2334888955755332	1583521	0.018096971677559914	p
chr2	90286375	90379428	chr2-90286376-INV-93054	0.00690754516474953	0.027999419251763413	1420572	0.015981470588235295	p
chr2	94191333	94294046	chr2-94191334-INV-102714	0.0	0.02092481703775917	0	0.0	acen
chr2	97348052	97360454	chr2-97340523-INV-28715	0.03253389843789051	0.23715218902378155	1348052	0.009263426427034264	q
