Phenotype	N_Total	N_Cases	N_Controls	Beta	OR	P_Value	P_Valid	P_Source	OR_CI95	CI_Method	CI_Sided	CI_Label	CI_Valid	CI_LO_OR	CI_HI_OR	Used_Ridge	Final_Is_MLE	Used_Firth	Inference_Type	Coef_Source	P_Value_Method	N_Total_Used	N_Cases_Used	N_Controls_Used	Model_Notes	Inversion	P_LRT_Overall	P_Value_lrt	P_Overall_Valid	P_Source_lrt	P_Method	Q_GLOBAL	Sig_Global	CI_Valid_DISPLAY	CI_Method_DISPLAY	CI_Label_DISPLAY	OR_CI95_DISPLAY	CI_LO_OR_DISPLAY	CI_HI_OR_DISPLAY	FINAL_INTERPRETATION
Pure_hypercholesterolemia	199582	31916	167666	-0.015697527058037	0.9844250369644331	0.553663835410532	True	lrt_mle	0.935,1.037	wald_mle	two		True	0.9345935704924281	1.036913460566414	False	True	False	mle	mle	lrt_mle	199582	31916	167666	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr8-7301025-INV-5297356	0.553663835410532	0.553663835410532	True	lrt_mle	lrt_mle	0.7785956860465798	False	True	wald_mle		0.935,1.037	0.9345935704924281	1.036913460566414	
Benign_sarcoma_related_cancers	187100	25589	161511	0.040856917782518	1.041703045700091	0.153071602138756	True	lrt_mle	0.985,1.102	wald_mle	two		True	0.9849236488083111	1.101755691148037	False	True	False	mle	mle	lrt_mle	187100	25589	161511	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr8-7301025-INV-5297356	0.153071602138756	0.153071602138756	True	lrt_mle	lrt_mle	0.4309298364558457	False	True	wald_mle		0.985,1.102	0.9849236488083111	1.101755691148037	
Melanocytic_nevi	187334	25823	161511	0.036470852108076005	1.037144073013817	0.19604021945496103	True	lrt_mle	0.981,1.096	wald_mle	two		True	0.981359001680385	1.096100230747178	False	True	False	mle	mle	lrt_mle	187334	25823	161511	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr8-7301025-INV-5297356	0.19604021945496103	0.19604021945496103	True	lrt_mle	lrt_mle	0.48353544919562325	False	True	wald_mle		0.981,1.096	0.981359001680385	1.096100230747178	
Migraine	214732	24112	190620	-0.040217063799037	0.9605809091795581	0.161081228396999	True	lrt_mle	0.908,1.016	wald_mle	two		True	0.9080441118512791	1.016157333148756	False	True	False	mle	mle	lrt_mle	214732	24112	190620	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr8-7301025-INV-5297356	0.161081228396999	0.161081228396999	True	lrt_mle	lrt_mle	0.44383019313641214	False	True	wald_mle		0.908,1.016	0.9080441118512791	1.016157333148756	
Diastolic_heart_failure	221336	6420	214916	-0.11504623828966601	0.8913249296137171	0.031241082193831003	True	lrt_mle	0.803,0.990	wald_mle	two		True	0.8027336861657071	0.9896932741737441	False	True	False	mle	mle	lrt_mle	221336	6420	214916	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr8-7301025-INV-5297356	0.031241082193831003	0.031241082193831003	True	lrt_mle	lrt_mle	0.13312028029126113	False	True	wald_mle		0.803,0.990	0.8027336861657071	0.9896932741737441	
Other_follicular_disorders	189050	29809	159241	0.01340564163162	1.013495900118738	0.611487271475739	True	lrt_mle	0.962,1.067	wald_mle	two		True	0.962403953626156	1.067300207659471	False	True	False	mle	mle	lrt_mle	189050	29809	159241	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr8-7301025-INV-5297356	0.611487271475739	0.611487271475739	True	lrt_mle	lrt_mle	0.8163670273825588	False	True	wald_mle		0.962,1.067	0.962403953626156	1.067300207659471	
Uninodular_goiter_single_thyroid_nodule	177337	9671	167666	-0.16236844339220502	0.8501279228147951	0.00023244411658400002	True	lrt_mle	0.780,0.927	wald_mle	two		True	0.779710215383528	0.926905241063058	False	True	False	mle	mle	lrt_mle	177337	9671	167666	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr8-7301025-INV-5297356	0.00023244411658400002	0.00023244411658400002	True	lrt_mle	lrt_mle	0.0030101513097628005	True	True	wald_mle		0.780,0.927	0.779710215383528	0.926905241063058	unable to determine
Benign_neoplasm_of_the_skin	200345	38834	161511	0.032854254601925	1.033399914983197	0.169144791162042	True	lrt_mle	0.986,1.083	wald_mle	two		True	0.986118232008626	1.082948625858016	False	True	False	mle	mle	lrt_mle	200345	38834	161511	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr8-7301025-INV-5297356	0.169144791162042	0.169144791162042	True	lrt_mle	lrt_mle	0.45141648037505666	False	True	wald_mle		0.986,1.083	0.986118232008626	1.082948625858016	
High_risk_human_papillomavirus_HPV_DNA_test_positive	214395	2498	211897	0.132598027513591	1.1417909375300521	0.11806125074420201	True	lrt_mle	0.967,1.348	wald_mle	two		True	0.9668651933828851	1.348364336567327	False	True	False	mle	mle	lrt_mle	125522	2447	123075	sex_restricted_to_0;sex_forced_restriction_to_0;ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr8-7301025-INV-5297356	0.11806125074420201	0.11806125074420201	True	lrt_mle	lrt_mle	0.372681629248923	False	True	wald_mle		0.967,1.348	0.9668651933828851	1.348364336567327	
Disorder_of_nervous_system	197211	6591	190620	-0.005450585953288001	0.9945642415385901	0.9169378318373401	True	lrt_mle	0.977,1.022	profile	two		True	0.9774789590463471	1.021830398205033	False	True	False	mle	mle	lrt_mle	197211	6591	190620	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr8-7301025-INV-5297356	0.9169378318373401	0.9169378318373401	True	lrt_mle	lrt_mle	0.9579750234484826	False	True	profile		0.977,1.022	0.9774789590463471	1.021830398205033	
Pain_in_shoulder	219503	40201	179302	-0.014403713391604001	0.9856995238273101	0.536027688185017	True	lrt_mle	0.942,1.032	wald_mle	two		True	0.941742678730464	1.03170810160497	False	True	False	mle	mle	lrt_mle	219503	40201	179302	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr8-7301025-INV-5297356	0.536027688185017	0.536027688185017	True	lrt_mle	lrt_mle	0.7730297973368259	False	True	wald_mle		0.942,1.032	0.941742678730464	1.03170810160497	
Flat_foot_pes_planus	183387	4085	179302	0.11755134880482901	1.124739382483994	0.074265169125222	True	lrt_mle	0.989,1.280	wald_mle	two		True	0.9885300040490601	1.279717027635807	False	True	False	mle	mle	lrt_mle	183387	4085	179302	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr8-7301025-INV-5297356	0.074265169125222	0.074265169125222	True	lrt_mle	lrt_mle	0.26714831671434025	False	True	wald_mle		0.989,1.280	0.9885300040490601	1.279717027635807	
Morbid_obesity	187242	19576	167666	-0.047928528585493006	0.9532019113319201	0.127994111590982	True	lrt_mle	0.896,1.014	wald_mle	two		True	0.8961502441443521	1.013885662257844	False	True	False	mle	mle	lrt_mle	187242	19576	167666	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr8-7301025-INV-5297356	0.127994111590982	0.127994111590982	True	lrt_mle	lrt_mle	0.3900055870831099	False	True	wald_mle		0.896,1.014	0.8961502441443521	1.013885662257844	
Skin_changes_due_to_chronic_exposure_to_nonionizing_radiation	183922	24681	159241	0.08836381563049	1.09238547665283	0.0030382095675650003	True	lrt_mle	1.030,1.158	wald_mle	two		True	1.030377639221569	1.158124928354958	False	True	False	mle	mle	lrt_mle	183922	24681	159241	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr8-7301025-INV-5297356	0.0030382095675650003	0.0030382095675650003	True	lrt_mle	lrt_mle	0.02300276321199449	True	True	wald_mle		1.030,1.158	1.030377639221569	1.158124928354958	unable to determine
Conjunctivitis	192663	15604	177059	-0.0029380730162570003	0.9970662388963291	0.9326323783696341	True	lrt_mle	0.985,1.015	profile	two		True	0.9850152044800911	1.014658870109704	False	True	False	mle	mle	lrt_mle	192663	15604	177059	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr8-7301025-INV-5297356	0.9326323783696341	0.9326323783696341	True	lrt_mle	lrt_mle	0.966207143990941	False	True	profile		0.985,1.015	0.9850152044800911	1.014658870109704	
Skin_changes_due_to_solar_radiation	185200	25959	159241	0.08610100483868101	1.08991640957679	0.0030487387958280003	True	lrt_mle	1.030,1.154	wald_mle	two		True	1.029567581406322	1.153802626770884	False	True	False	mle	mle	lrt_mle	185200	25959	159241	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr8-7301025-INV-5297356	0.0030487387958280003	0.0030487387958280003	True	lrt_mle	lrt_mle	0.02300276321199449	True	True	wald_mle		1.030,1.154	1.029567581406322	1.153802626770884	unable to determine
Laryngitis_and_tracheitis	221336	3798	217538	0.078955928141757	1.082156628365825	0.24652661796178102	True	lrt_mle	0.947,1.237	wald_mle	two		True	0.9468712682326521	1.236771045447282	False	True	False	mle	mle	lrt_mle	221336	3798	217538	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr8-7301025-INV-5297356	0.24652661796178102	0.24652661796178102	True	lrt_mle	lrt_mle	0.5568311768924221	False	True	wald_mle		0.947,1.237	0.9468712682326521	1.236771045447282	
Sensorineural_hearing_loss	198841	21782	177059	-0.018893299507772	0.98128406014928	0.5463114782875701	True	lrt_mle	0.923,1.043	wald_mle	two		True	0.9228645302983851	1.043401685826759	False	True	False	mle	mle	lrt_mle	198841	21782	177059	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr8-7301025-INV-5297356	0.5463114782875701	0.5463114782875701	True	lrt_mle	lrt_mle	0.7785956860465798	False	True	wald_mle		0.923,1.043	0.9228645302983851	1.043401685826759	
Goiter	182053	14387	167666	-0.153098106445021	0.85804553788458	3.151885921140772e-05	True	lrt_mle	0.798,0.922	wald_mle	two		True	0.7983577659997121	0.922195757890208	False	True	False	mle	mle	lrt_mle	182053	14387	167666	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr8-7301025-INV-5297356	3.151885921140772e-05	3.151885921140772e-05	True	lrt_mle	lrt_mle	0.001020423066969325	True	True	wald_mle		0.798,0.922	0.7983577659997121	0.922195757890208	unable to determine
Alopecia_Areata	159761	520	159241	0.611735214944023	1.8436277151942542	0.0008702573827350001	True	lrt_mle	1.285,2.644	wald_mle	two		True	1.285333641301969	2.644420905990938	False	True	False	mle	mle	lrt_mle	159761	520	159241	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr8-7301025-INV-5297356	0.0008702573827350001	0.0008702573827350001	True	lrt_mle	lrt_mle	0.009391527588681876	True	True	wald_mle		1.285,2.644	1.285333641301969	2.644420905990938	unable to determine
Urinary_incontinence_and_enuresis	221336	19386	201950	-0.0543691170478	0.9470824576942921	0.08848154627185201	True	lrt_mle	0.890,1.008	wald_mle	two		True	0.8896515054964781	1.00822083268628	False	True	False	mle	mle	lrt_mle	221336	19386	201950	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr8-7301025-INV-5297356	0.08848154627185201	0.08848154627185201	True	lrt_mle	lrt_mle	0.2996182948905294	False	True	wald_mle		0.890,1.008	0.8896515054964781	1.00822083268628	
Viral_infections	221336	57765	163571	0.043784071605679	1.044756737885894	0.029776830888766002	True	lrt_mle	1.004,1.087	wald_mle	two		True	1.00430188286873	1.086841177913678	False	True	False	mle	mle	lrt_mle	221336	57765	163571	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr8-7301025-INV-5297356	0.029776830888766002	0.029776830888766002	True	lrt_mle	lrt_mle	0.1329689517274206	False	True	wald_mle		1.004,1.087	1.00430188286873	1.086841177913678	
Scar_conditions_and_fibrosis_of_skin	167897	8656	159241	0.04561391906322201	1.046670233515102	0.326730129220744	True	lrt_mle	0.955,1.147	wald_mle	two		True	0.95547428102022	1.1465704514377961	False	True	False	mle	mle	lrt_mle	167897	8656	159241	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr8-7301025-INV-5297356	0.326730129220744	0.326730129220744	True	lrt_mle	lrt_mle	0.6228089826805127	False	True	wald_mle		0.955,1.147	0.95547428102022	1.1465704514377961	
Abnormal_mammogram	173257	11746	161511	0.013556681869803001	1.013648990341991	0.7473317032344851	True	lrt_mle	0.983,1.018	profile	two		True	0.9829506336418051	1.018334188546544	False	True	False	mle	mle	lrt_mle	102301	11702	90599	sex_restricted_to_0;sex_majority_restricted_to_0;ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr8-7301025-INV-5297356	0.7473317032344851	0.7473317032344851	True	lrt_mle	lrt_mle	0.900274005291775	False	True	profile		0.983,1.018	0.9829506336418051	1.018334188546544	
Lump_or_mass_in_breast_or_nonspecific_abnormal_breast_exam	188960	27449	161511	0.033711468669112	1.034286139715235	0.24927312044412503	True	lrt_mle	0.977,1.095	wald_mle	two		True	0.9766386947664231	1.095336304551079	False	True	False	mle	mle	lrt_mle	188960	27449	161511	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr8-7301025-INV-5297356	0.24927312044412503	0.24927312044412503	True	lrt_mle	lrt_mle	0.5568311768924221	False	True	wald_mle		0.977,1.095	0.9766386947664231	1.095336304551079	
Aphagia_and_dysphagia	221336	17972	203364	-0.008320237114178	0.9917142802613841	0.7982406501599191	True	lrt_mle	0.986,1.013	profile	two		True	0.9858127478259291	1.013362111443637	False	True	False	mle	mle	lrt_mle	221336	17972	203364	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr8-7301025-INV-5297356	0.7982406501599191	0.7982406501599191	True	lrt_mle	lrt_mle	0.932872527128219	False	True	profile		0.986,1.013	0.9858127478259291	1.013362111443637	
Hypertrophic_conditions_of_skin	174342	15101	159241	0.035487671312658	1.036124873989702	0.321621285775436	True	lrt_mle	0.966,1.111	wald_mle	two		True	0.9659046201063101	1.111450066759197	False	True	False	mle	mle	lrt_mle	174342	15101	159241	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr8-7301025-INV-5297356	0.321621285775436	0.321621285775436	True	lrt_mle	lrt_mle	0.6216411419092384	False	True	wald_mle		0.966,1.111	0.9659046201063101	1.111450066759197	
Mild_cognitive_impairment	193977	3357	190620	1.042878080894357	2.837371458733002	0.12247908088213501	True	lrt_mle	1.053,+inf	profile	one	one-sided (boundary)	True	1.053332409779927	inf	False	True	False	mle	mle	lrt_mle	193977	3357	190620	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr6-141867315-INV-29159	0.12247908088213501	0.12247908088213501	True	lrt_mle	lrt_mle	0.37764383271991625	False	True	profile	one-sided (boundary)	1.053,+inf	1.053332409779927	inf	
Acne	169148	9907	159241	0.07481444957387301	1.077684167575187	0.8765749812554161	True	lrt_mle	0.421,2.756	wald_mle	two		True	0.42133683744180306	2.756471928953141	False	True	False	mle	mle	lrt_mle	169148	9907	159241	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr6-141867315-INV-29159	0.8765749812554161	0.8765749812554161	True	lrt_mle	lrt_mle	0.955781038117909	False	True	wald_mle		0.421,2.756	0.42133683744180306	2.756471928953141	
Other_skin_and_subcutaneous_disorders	189175	29934	159241	-0.15937067680230801	0.852680231600568	0.643990335838294	True	lrt_mle	0.431,1.687	wald_mle	two		True	0.43102103151249105	1.686840140517197	False	True	False	mle	mle	lrt_mle	189175	29934	159241	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr6-141867315-INV-29159	0.643990335838294	0.643990335838294	True	lrt_mle	lrt_mle	0.8423913988995866	False	True	wald_mle		0.431,1.687	0.43102103151249105	1.686840140517197	
Inflammation_of_the_eye	198166	21107	177059	0.47177926862698605	1.602843546819742	0.17080623581758902	True	lrt_mle	0.832,3.087	wald_mle	two		True	0.832278243226631	3.086837192357215	False	True	False	mle	mle	lrt_mle	198166	21107	177059	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr6-141867315-INV-29159	0.17080623581758902	0.17080623581758902	True	lrt_mle	lrt_mle	0.45141648037505666	False	True	wald_mle		0.832,3.087	0.832278243226631	3.086837192357215	
Hearing_impairment	207412	30353	177059	-0.721015005060969	0.48625845060659406	0.050654599000596004	True	lrt_mle	0.229,1.034	wald_mle	two		True	0.228659727590199	1.03405738858433	False	True	False	mle	mle	lrt_mle	207412	30353	177059	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr6-141867315-INV-29159	0.050654599000596004	0.050654599000596004	True	lrt_mle	lrt_mle	0.20183909447929793	False	True	wald_mle		0.229,1.034	0.228659727590199	1.03405738858433	
Abnormal_Papanicolaou_smear	218461	6564	211897	0.49726719387032203	1.644221786015356	0.40080502968590204	True	lrt_mle	1.054,+inf	profile	one	one-sided (boundary)	True	1.054085706608463	inf	False	True	False	mle	mle	lrt_mle	218461	6564	211897	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr6-141867315-INV-29159	0.40080502968590204	0.40080502968590204	True	lrt_mle	lrt_mle	0.6633812464362622	False	True	profile	one-sided (boundary)	1.054,+inf	1.054085706608463	inf	
Rosacea	167892	8651	159241	-0.128224591893972	0.8796557933967121	0.8343293653859271	True	lrt_mle	0.261,2.960	wald_mle	two		True	0.26142944033639004	2.959859126274117	False	True	False	mle	mle	lrt_mle	167892	8651	159241	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr6-141867315-INV-29159	0.8343293653859271	0.8343293653859271	True	lrt_mle	lrt_mle	0.9486750347455831	False	True	wald_mle		0.261,2.960	0.26142944033639004	2.959859126274117	
Epidermal_thickening	174555	15314	159241	-0.29861152693847803	0.741847541251194	0.5206431634485951	True	lrt_mle	0.293,1.881	wald_mle	two		True	0.292634119898849	1.880634338369943	False	True	False	mle	mle	lrt_mle	174555	15314	159241	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr6-141867315-INV-29159	0.5206431634485951	0.5206431634485951	True	lrt_mle	lrt_mle	0.7705518819039208	False	True	wald_mle		0.293,1.881	0.292634119898849	1.880634338369943	
Abnormal_cytological_findings_in_specimens_from_genital_organs	221336	9439	211897	0.5098376344887461	1.6650208310391141	0.31238411495232404	True	lrt_mle	1.043,+inf	profile	one	one-sided (boundary)	True	1.04337900361699	inf	False	True	False	mle	mle	lrt_mle	221336	9439	211897	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr6-141867315-INV-29159	0.31238411495232404	0.31238411495232404	True	lrt_mle	lrt_mle	0.6129354982776661	False	True	profile	one-sided (boundary)	1.043,+inf	1.04337900361699	inf	
Multinodular_goiter	174257	6591	167666	0.46085118012222404	1.58542289128231	0.443990531848913	True	lrt_mle	1.055,+inf	profile	one	one-sided (boundary)	True	1.055108550939889	inf	False	True	False	mle	mle	lrt_mle	174257	6591	167666	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr6-141867315-INV-29159	0.443990531848913	0.443990531848913	True	lrt_mle	lrt_mle	0.7187096734304279	False	True	profile	one-sided (boundary)	1.055,+inf	1.055108550939889	inf	
Pure_hypercholesterolemia	199582	31916	167666	-0.375892859569019	0.6866758998530951	0.26812579257868	True	lrt_mle	0.349,1.353	wald_mle	two		True	0.34852903603171403	1.35289672506985	False	True	False	mle	mle	lrt_mle	199582	31916	167666	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr6-141867315-INV-29159	0.26812579257868	0.26812579257868	True	lrt_mle	lrt_mle	0.5692178711301485	False	True	wald_mle		0.349,1.353	0.34852903603171403	1.35289672506985	
Benign_sarcoma_related_cancers	187100	25589	161511	-0.03464184987479	0.965951309895529	0.920987570805684	True	lrt_mle	0.487,1.918	wald_mle	two		True	0.48650453894002504	1.9178894715387511	False	True	False	mle	mle	lrt_mle	187100	25589	161511	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr6-141867315-INV-29159	0.920987570805684	0.920987570805684	True	lrt_mle	lrt_mle	0.9579750234484826	False	True	wald_mle		0.487,1.918	0.48650453894002504	1.9178894715387511	
Melanocytic_nevi	187334	25823	161511	0.35144589244199803	1.42112085170646	0.28400731997402	True	lrt_mle	0.756,2.670	wald_mle	two		True	0.7563714133513031	2.6700962510026542	False	True	False	mle	mle	lrt_mle	187334	25823	161511	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr6-141867315-INV-29159	0.28400731997402	0.28400731997402	True	lrt_mle	lrt_mle	0.5791960304981982	False	True	wald_mle		0.756,2.670	0.7563714133513031	2.6700962510026542	
Migraine	214732	24112	190620	-0.17699912115070002	0.837780520805493	0.620703801003875	True	lrt_mle	0.412,1.703	wald_mle	two		True	0.41219807259398006	1.702764393399966	False	True	False	mle	mle	lrt_mle	214732	24112	190620	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr6-141867315-INV-29159	0.620703801003875	0.620703801003875	True	lrt_mle	lrt_mle	0.8181621287974379	False	True	wald_mle		0.412,1.703	0.41219807259398006	1.702764393399966	
Diastolic_heart_failure	221336	6420	214916	1.090526835714479	2.9758414392052512	0.05445330471248801	True	lrt_mle	1.062,8.337	wald_mle	two		True	1.062171317418818	8.337291853080014	False	True	False	mle	mle	lrt_mle	221336	6420	214916	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr6-141867315-INV-29159	0.05445330471248801	0.05445330471248801	True	lrt_mle	lrt_mle	0.21049859582887157	False	True	wald_mle		1.062,8.337	1.062171317418818	8.337291853080014	
Other_follicular_disorders	189050	29809	159241	0.07965202627498301	1.082910177816444	0.7936493834936961	True	lrt_mle	0.598,1.962	wald_mle	two		True	0.597817287369932	1.961626868265476	False	True	False	mle	mle	lrt_mle	189050	29809	159241	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr6-141867315-INV-29159	0.7936493834936961	0.7936493834936961	True	lrt_mle	lrt_mle	0.932872527128219	False	True	wald_mle		0.598,1.962	0.597817287369932	1.961626868265476	
